0.0010	2.5260	0.6692	0.6841	0.7458	0.6577	0.6335	0.2148	

2.5266	2.5249	0.6693	0.6842	0.7458	0.6576	0.6332	0.2149	

2.5253	2.5238	0.6694	0.6843	0.7458	0.6574	0.6329	0.2150	

2.5241	2.5228	0.6694	0.6844	0.7458	0.6572	0.6327	0.2152	

2.5229	2.5218	0.6695	0.6846	0.7458	0.6571	0.6324	0.2154	

2.5217	2.5208	0.6696	0.6847	0.7457	0.6569	0.6321	0.2156	

2.5206	2.5199	0.6697	0.6848	0.7457	0.6568	0.6319	0.2157	

2.5194	2.5189	0.6697	0.6850	0.7457	0.6566	0.6316	0.2159	

2.5183	2.5178	0.6698	0.6851	0.7457	0.6565	0.6314	0.2160	

2.5171	2.5168	0.6699	0.6852	0.7457	0.6564	0.6311	0.2162	

2.5159	2.5157	0.6699	0.6854	0.7457	0.6562	0.6309	0.2163	

2.5146	2.5148	0.6700	0.6855	0.7457	0.6560	0.6306	0.2165	

2.5134	2.5138	0.6701	0.6856	0.7457	0.6559	0.6303	0.2166	

2.5123	2.5128	0.6702	0.6857	0.7456	0.6557	0.6300	0.2168	

2.5111	2.5119	0.6703	0.6859	0.7456	0.6556	0.6298	0.2169	

2.5100	2.5109	0.6703	0.6860	0.7456	0.6554	0.6296	0.2171	

2.5089	2.5099	0.6704	0.6861	0.7456	0.6553	0.6293	0.2173	

2.5077	2.5088	0.6704	0.6862	0.7456	0.6551	0.6291	0.2174	

2.5065	2.5077	0.6705	0.6863	0.7456	0.6550	0.6288	0.2176	

2.5053	2.5068	0.6706	0.6865	0.7456	0.6549	0.6286	0.2177	

2.5040	2.5058	0.6707	0.6866	0.7456	0.6547	0.6283	0.2178	

2.5029	2.5049	0.6708	0.6867	0.7455	0.6545	0.6280	0.2180	

2.5017	2.5039	0.6709	0.6869	0.7455	0.6544	0.6278	0.2181	

2.5007	2.5030	0.6709	0.6870	0.7455	0.6542	0.6275	0.2183	

2.4995	2.5019	0.6709	0.6871	0.7455	0.6541	0.6273	0.2185	

2.4983	2.5009	0.6710	0.6872	0.7455	0.6540	0.6271	0.2187	

2.4971	2.4998	0.6711	0.6873	0.7455	0.6538	0.6268	0.2188	

2.4959	2.4989	0.6712	0.6875	0.7455	0.6537	0.6265	0.2189	

2.4947	2.4979	0.6713	0.6876	0.7455	0.6535	0.6262	0.2191	

2.4936	2.4970	0.6713	0.6877	0.7454	0.6533	0.6260	0.2192	

2.4925	2.4960	0.6714	0.6878	0.7454	0.6532	0.6258	0.2194	

2.4914	2.4951	0.6714	0.6880	0.7454	0.6530	0.6255	0.2195	

2.4903	2.4940	0.6715	0.6881	0.7454	0.6529	0.6253	0.2197	

2.4891	2.4930	0.6716	0.6882	0.7454	0.6528	0.6250	0.2198	

2.4879	2.4919	0.6716	0.6883	0.7454	0.6526	0.6248	0.2200	

2.4867	2.4910	0.6717	0.6885	0.7454	0.6525	0.6245	0.2201	

2.4854	2.4901	0.6718	0.6886	0.7454	0.6523	0.6242	0.2203	

2.4844	2.4891	0.6718	0.6887	0.7454	0.6522	0.6240	0.2204	

2.4832	2.4882	0.6719	0.6888	0.7453	0.6520	0.6238	0.2206	

2.4821	2.4872	0.6720	0.6889	0.7453	0.6519	0.6235	0.2207	

2.4810	2.4862	0.6720	0.6890	0.7453	0.6517	0.6233	0.2209	

2.4798	2.4852	0.6721	0.6892	0.7453	0.6516	0.6230	0.2210	

2.4786	2.4841	0.6721	0.6893	0.7453	0.6514	0.6228	0.2212	

2.4775	2.4832	0.6723	0.6894	0.7453	0.6513	0.6225	0.2213	

2.4762	2.4823	0.6723	0.6895	0.7453	0.6511	0.6223	0.2214	

2.4752	2.4813	0.6724	0.6897	0.7452	0.6509	0.6220	0.2216	

2.4740	2.4804	0.6725	0.6898	0.7452	0.6508	0.6218	0.2217	

2.4729	2.4794	0.6725	0.6899	0.7452	0.6507	0.6215	0.2219	

2.4718	2.4784	0.6726	0.6900	0.7452	0.6505	0.6213	0.2220	

2.4707	2.4774	0.6726	0.6901	0.7452	0.6504	0.6211	0.2222	

2.4695	2.4764	0.6727	0.6902	0.7452	0.6503	0.6208	0.2223	

2.4683	2.4754	0.6728	0.6904	0.7452	0.6501	0.6205	0.2225	

2.4671	2.4745	0.6728	0.6905	0.7452	0.6499	0.6203	0.2226	

2.4660	2.4736	0.6729	0.6906	0.7451	0.6498	0.6200	0.2227	

2.4649	2.4726	0.6730	0.6907	0.7451	0.6496	0.6198	0.2229	

2.4638	2.4717	0.6730	0.6908	0.7451	0.6495	0.6196	0.2230	

2.4627	2.4707	0.6730	0.6909	0.7451	0.6494	0.6193	0.2232	

2.4615	2.4697	0.6731	0.6910	0.7450	0.6492	0.6191	0.2233	

2.4604	2.4686	0.6732	0.6912	0.7450	0.6491	0.6188	0.2235	

2.4592	2.4677	0.6733	0.6913	0.7450	0.6489	0.6186	0.2236	

2.4580	2.4668	0.6733	0.6914	0.7450	0.6487	0.6183	0.2238	

2.4569	2.4658	0.6734	0.6916	0.7450	0.6486	0.6181	0.2239	

2.4558	2.4649	0.6735	0.6917	0.7449	0.6485	0.6178	0.2240	

2.4547	2.4640	0.6735	0.6918	0.7449	0.6483	0.6176	0.2242	

2.4537	2.4630	0.6736	0.6919	0.7449	0.6482	0.6174	0.2243	

2.4525	2.4620	0.6736	0.6920	0.7449	0.6480	0.6171	0.2245	

2.4513	2.4610	0.6736	0.6921	0.7449	0.6479	0.6169	0.2246	

2.4501	2.4600	0.6737	0.6922	0.7449	0.6478	0.6166	0.2247	

2.4490	2.4591	0.6738	0.6924	0.7449	0.6476	0.6164	0.2249	

2.4479	2.4582	0.6739	0.6925	0.7448	0.6474	0.6161	0.2250	

2.4468	2.4573	0.6740	0.6926	0.7448	0.6473	0.6159	0.2252	

2.4457	2.4563	0.6740	0.6927	0.7448	0.6471	0.6157	0.2253	

2.4446	2.4553	0.6740	0.6928	0.7448	0.6470	0.6154	0.2255	

2.4435	2.4543	0.6741	0.6929	0.7447	0.6469	0.6152	0.2256	

2.4423	2.4533	0.6742	0.6930	0.7448	0.6467	0.6149	0.2257	

2.4411	2.4524	0.6742	0.6931	0.7447	0.6466	0.6147	0.2259	

2.4400	2.4515	0.6743	0.6933	0.7447	0.6464	0.6144	0.2260	

2.4389	2.4506	0.6744	0.6934	0.7447	0.6463	0.6142	0.2261	

2.4378	2.4496	0.6744	0.6935	0.7447	0.6461	0.6139	0.2263	

2.4367	2.4487	0.6745	0.6936	0.7446	0.6460	0.6137	0.2264	

2.4357	2.4478	0.6745	0.6937	0.7446	0.6458	0.6135	0.2266	

2.4345	2.4467	0.6746	0.6938	0.7446	0.6457	0.6133	0.2267	

2.4334	2.4457	0.6746	0.6939	0.7446	0.6456	0.6130	0.2268	

2.4322	2.4448	0.6747	0.6941	0.7446	0.6454	0.6128	0.2270	

2.4310	2.4439	0.6748	0.6942	0.7446	0.6452	0.6125	0.2271	

2.4299	2.4430	0.6748	0.6943	0.7445	0.6451	0.6123	0.2272	

2.4289	2.4421	0.6749	0.6944	0.7445	0.6449	0.6120	0.2274	

2.4278	2.4411	0.6749	0.6945	0.7445	0.6448	0.6118	0.2275	

2.4268	2.4402	0.6749	0.6946	0.7445	0.6447	0.6116	0.2277	

2.4256	2.4392	0.6750	0.6947	0.7445	0.6446	0.6113	0.2278	

2.4244	2.4382	0.6751	0.6948	0.7444	0.6444	0.6111	0.2279	

2.4233	2.4373	0.6752	0.6949	0.7444	0.6443	0.6109	0.2281	

2.4221	2.4364	0.6752	0.6951	0.7444	0.6441	0.6106	0.2282	

2.4210	2.4354	0.6753	0.6952	0.7443	0.6440	0.6103	0.2283	

2.4200	2.4345	0.6753	0.6953	0.7443	0.6438	0.6101	0.2285	

2.4189	2.4336	0.6754	0.6954	0.7443	0.6436	0.6099	0.2286	

2.4179	2.4327	0.6754	0.6955	0.7443	0.6435	0.6097	0.2287	

2.4167	2.4317	0.6755	0.6956	0.7443	0.6434	0.6095	0.2289	

2.4156	2.4306	0.6755	0.6957	0.7443	0.6432	0.6092	0.2290	

2.4144	2.4298	0.6756	0.6958	0.7443	0.6431	0.6090	0.2291	

2.4133	2.4288	0.6757	0.6959	0.7442	0.6429	0.6087	0.2293	

